;coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%);coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%);coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%);coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%);coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%);coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de agressão física, no período de referência de 365 dias (%)
;total;motivo de não terem procurado a polícia em decorrência da última agressão física;motivo de não terem procurado a polícia em decorrência da última agressão física.1;motivo de não terem procurado a polícia em decorrência da última agressão física.2;motivo de não terem procurado a polícia em decorrência da última agressão física.3;motivo de não terem procurado a polícia em decorrência da última agressão física.4
total (1)(2);0.0;7.934803550250025;4.7810171065600535;5.511568432629823;3.105985524221105;3.8905677701786
sexo;;;;;;
homens;0.0;9.927290833103656;5.413057628044406;6.192213738933812;4.118115012616331;4.688922497239006
mulheres;0.0;12.276023164301098;8.33642271166016;9.496778893011806;4.200300731193673;5.412036136677721
cor ou raça;;;;;;
branca;0.0;11.433554282431134;7.672727505847191;8.550069121444595;5.646820987615149;5.642282079487593
preta ou parda;0.0;10.159672668501596;6.160670695227867;6.9081820388604545;3.476644731088095;4.577327046798887
preta;0.0;21.542358102624792;12.45741091550848;16.2187952489122;7.176596556349427;11.72221730737577
parda;0.0;11.631120608030974;7.007241916312314;7.479160857352509;3.987305779195903;4.8625032281806515
grupos de idade;;;;;;
10 a 24 anos;0.0;11.570928841811522;6.2351457885091675;8.758484137170509;4.273971485709047;5.037869816714452
25 a 34 anos;0.0;15.646806724634088;9.43151762121932;9.7379679317335;6.667656391667244;7.334092657883198
35 a 39 anos;0.0;28.35266883648733;18.222651799823886;16.737824793125178;8.61284110975031;12.28121785695665
40 a 49 anos;0.0;22.925922815879158;15.323996049248281;14.3828981265282;8.16838202295936;9.796041338080498
50 anos ou mais;0.0;17.372790796241727;13.66261086364586;14.246179434639963;9.636577397585752;10.229430374193033
nível de instrução;;;;;;
sem instrução;0.0;24.198734985850233;16.077324420659078;19.147277508647203;8.201289662329518;12.143504345404468
fundamental incompleto ou equivalente;0.0;12.605382998017722;6.463157461282302;8.321891240404236;4.218217315890711;4.906636650653695
fundamental completo ou equivalente;0.0;20.777862085169517;13.397734324094792;14.815592426327646;8.547215949374287;11.291699038019903
médio incompleto ou equivalente;0.0;25.14234656560165;15.59111264728936;17.707328108396162;10.138276105821035;12.561290940438813
médio completo ou equivalente;0.0;18.091168711663613;11.803139707002577;11.01721351828181;7.728403713382255;9.59289239771238
superior incompleto ou equivalente;0.0;33.44377152654125;29.16295592294683;22.354069924051185;21.1172463533881;19.605500827988777
superior completo ou equivalente;0.0;35.406977909010834;21.895445976277628;24.962372442640852;19.02409001288226;16.25583927187649
classes de rendimento mensal domiciliar per capita;;;;;;
total (3)(4);0.0;7.9581552151927;4.838845240645833;5.517909928145605;3.1225033245819054;3.893921772958755
sem rendimento a menos ;;;;;;
de 1/4 do salário mínimo (3)(5);0.0;21.907926635678052;11.899066320519651;14.579030831080864;8.022560808445252;8.448802052157946
1/4 a menos de 1/2 salário mínimo (3);0.0;16.007394949772042;10.937158475690122;12.080468616004753;5.456116137900074;7.469204592439165
1/2 a menos de 1 salário mínimo (3);0.0;15.92948705920949;8.057762536541185;10.029782273851263;5.952824305562895;6.3389703655264595
1 a menos de 2 salários mínimos (3) ;0.0;15.600721945916316;10.458907468897468;11.731470568636059;7.231936996147836;7.769337787042948
2 salários mínimos ou mais (3) ;0.0;18.825463347446902;13.011942012831012;14.355997984402544;13.019452219397957;11.188106148111862
fonte: ibge, diretoria de pesquisas, coordenação de trabalho e rendimento, pesquisa nacional por amostra de domicílios 2009.;;;;;;
(1) inclusive as pessoas de cor ou raça amarela, indígena ou sem declaração. (2) inclusive as pessoas com nível de instrução não determinado. (3) ex-;;;;;;
