;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;0.0;0.48564475113940364;0.5677353926959281;2.9789741435256643;1.5356614628797032
urbana;0.0;0.5081411745834636;0.5944461991940349;3.0343532181654327;1.5677846553119297
rural;0.0;1.464175861113496;1.7075871554089652;20.447220242135874;7.034181380898231
norte;0.0;1.187329040715406;1.5354094956767315;7.946170607560144;3.7781373958286135
rondônia;0.0;3.19102068484448;3.9743997363818115;22.685564839709443;8.695199042057014
acre;0.0;5.5982735800266115;6.027017183704438;34.12522040517155;13.691141903095732
amazonas;0.0;3.4961372460277436;4.17896925223713;17.582561939834346;9.690458121751865
roraima;0.0;4.529453592261948;6.065094768752821;23.19423532975317;11.227795570934155
pará;0.0;1.6841845102230446;2.224045929125258;11.34443660923715;5.848256379754061
amapá;0.0;5.139461968891888;5.866657990603722;22.289940236677626;14.58095290974741
tocantins;0.0;3.1368667397185273;4.572647198637098;29.82907247290352;12.67550233600547
nordeste;0.0;0.8509658440415823;1.0428857394986129;4.554591232580522;2.479800347219806
maranhão;0.0;3.799582848118499;4.72296441233654;16.365989948745106;10.007352008424776
piauí;0.0;5.045686474165758;4.9632542754124565;28.80264763954765;15.939782270660007
ceará;0.0;1.3967586087075123;1.606140958152417;8.45336443260698;4.456604338349025
rio grande do norte;0.0;3.04459318114526;4.289162553616112;14.550365870919789;9.22992459126142
paraíba;0.0;3.9257604076191766;4.015629211395444;26.16456546977235;9.142181771167946
pernambuco;0.0;2.314626019766996;2.920106490610077;9.808487793717406;5.231930364751931
alagoas;0.0;3.60537711573227;4.513020003148951;28.359398953209826;9.97231968181266
sergipe;0.0;3.0930212567620057;4.642830833841936;15.931722697138369;6.887820445730516
bahia;0.0;1.3854875045746742;1.775868321243392;9.000082937029088;5.202190506130764
sudeste;0.0;0.8893048751000149;1.0264145746016071;5.632636122452578;2.9155932880631736
minas gerais;0.0;1.591762721317958;2.0044433010595024;10.268722765981478;5.787685191701641
espírito santo;0.0;2.8292582084655624;3.7430096271563666;24.113890723143935;12.436947541379867
rio de janeiro;0.0;1.902764542268338;2.0353003237020544;13.47434240709383;5.307330119187089
são paulo;0.0;1.277093426087667;1.471758253106961;7.677574008898241;4.230328398338916
sul;0.0;1.2069073380651023;1.3065120782414459;8.428003892113217;3.879574224520163
paraná;0.0;1.7672024266890463;1.9420424518018642;12.933065580578274;5.6432856938832225
santa catarina;0.0;3.816350488878252;4.13751038631375;33.913809474017974;12.159070162240013
rio grande do sul;0.0;1.6982619592610286;1.786502727961956;11.316347287826494;5.5234410588168386
centro-oeste;0.0;1.1963517601804177;1.396010258436652;7.303751643155527;3.9596087538425513
mato grosso do sul;0.0;3.475106756744456;4.645517600584301;23.955420207419785;12.098519819776994
mato grosso;0.0;2.8797416869187686;3.2269930702409417;24.305690361546883;8.29016546234191
goiás;0.0;1.76000130442003;2.06639830613521;10.210976613017877;6.875005095390741
