;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;total;homens;mulheres;branca;preta/parda;preta;parda
               brasil;1.4535933894733324;1.5894566008254276;1.714514879200521;1.9282063803704195;1.8072840642552892;3.3225642411606406;1.8945392412347306
urbana;1.531369080152344;1.6800442991912372;1.7853829499982812;1.9953376844218018;1.8995486338176826;3.421762319097096;2.00054307201259
rural;6.030606991795726;6.03445524099979;7.818047578080594;7.776073673963936;7.3428084056365455;13.988232333937647;7.614507128233869
norte;4.9732567190128165;5.244583827396476;5.449923587867814;6.288293811822395;5.31071876204408;8.53746485919129;5.625450166541005
rondônia;9.228926277667323;10.117221607192187;10.68044772725536;12.38607277865971;10.147963128598578;18.434217896740133;10.469476445084968
acre;16.38591606998372;17.206534336665;17.773453731655767;20.34020542858392;15.968037576536146;26.27071901386132;16.55489488366728
amazonas;11.667644049646325;11.609856045045056;14.830677957311423;16.317869889635894;11.988903314504816;42.995182347169816;12.225311925008375
roraima;11.458508592381541;14.766310486991527;13.356963208429542;23.875904427651715;11.006224840736238;31.354623313009352;11.560551173610698
pará;7.688597040234229;8.054467778783998;8.286442626388995;10.122990035734356;8.059314841125282;12.215507704970136;8.53710275172974
amapá;16.646979004686465;18.333826005142612;17.960954433409935;17.528678490892347;19.51031702778039;35.19252014491274;18.09083365358373
tocantins;13.438119324416483;12.959388216332036;15.674432649484746;17.058285323233093;13.806795191617745;25.145333091313315;14.376019471780655
nordeste;2.7194620110399725;3.0149474313554765;3.1213102106993427;3.7805539536058137;3.151681934047564;5.516339549829076;3.2021764143514315
maranhão;15.263630370443563;15.836989441332976;16.717713077557566;20.37018592323849;17.60959431016227;24.903812876425473;17.391172682723486
piauí;14.576210603575607;15.542110422635304;18.329329005495953;20.070520650263088;14.368625292009831;30.2742594693354;13.700902284351702
ceará;4.617989139505473;5.433847269551901;4.8786706995351246;7.063473806046783;5.326168929450731;15.803298618279776;5.469681943619154
rio grande do norte;7.334178922728386;8.559734562460983;8.372068937417133;11.288735873345157;8.648895068077023;19.14489114753856;8.78033043900988
paraíba;9.751756521097093;13.597769222415996;10.471372189354268;14.629535387653995;9.720912502090831;27.30637982238775;10.70328853841491
pernambuco;5.389146752231365;6.98336747772649;5.862841878312436;7.841362053702918;5.57305408423995;12.60255628719919;5.876209898261844
alagoas;13.17125072616889;15.341058953630883;13.616849870208096;17.898841563656656;14.723192920795164;31.083405648174338;15.62648537490252
sergipe;7.51589335411742;9.058645021950232;9.624134555312374;14.403112568577075;9.168090890991802;22.90605721738278;8.908489925266203
bahia;5.274744021467989;5.804070531293011;6.089548836388698;8.54842652085131;5.446997769461862;7.232589466992372;6.081462069238342
sudeste;2.5284323405312663;2.8109180719975133;2.9770896830978897;3.214637287835425;3.2061880893933146;6.189281526509471;3.3903626222489103
minas gerais;4.658546058831069;5.538138041361918;5.328969761537652;5.545479499090686;6.017802573652516;11.086663706657248;6.272047191723427
espírito santo;8.94328668534911;11.159013803599453;10.656186202878521;13.225531892824039;9.953366814339923;18.840454544311953;11.03123346299503
rio de janeiro;4.475948617136961;4.90064390935406;5.547887456222495;5.210728579859415;6.515248470939777;11.124109377590962;7.062027671652472
são paulo;3.7665219109804564;4.131812804427864;4.420797744287548;4.609985054382767;4.997654284138984;10.42127272461257;5.244899807360951
sul;3.3191068466773053;3.4737187247790877;4.286525914339223;3.7014102607466404;5.097037926626464;9.57373711101011;5.970169950606065
paraná;4.501800228016615;4.64840809716854;5.989323708606647;5.045867077358519;7.193026189799774;20.387010137167724;7.869561469143915
santa catarina;11.467374842540124;11.644719190786155;14.133116696564953;13.207612176362455;10.218256903606095;29.689779709606164;12.318560993799762
rio grande do sul;4.737084477845523;4.869938067324373;6.511027053962469;4.917354172081643;9.304872279790573;11.29094388864672;12.376372549620712
centro-oeste;3.3919427895227865;3.7988874389242593;4.149248785030645;4.462259552483604;3.986991978366914;8.286904517232458;4.092747509040407
mato grosso do sul;15.617671200398592;15.50217103426199;18.29642253915256;17.681931819805495;17.486856725607094;36.93651421407704;15.540918115953334
mato grosso;6.641655742009609;7.743200800859403;8.401621583238754;10.605349900360519;8.660064027404436;17.891849764852935;9.492768440860447
goiás;5.0753739722635824;5.661978438382592;6.455719544286283;6.525842354249087;5.798514576189218;11.901366365101559;5.958001536768371
distrito federal;5.543076833094553;6.2577430055240715;6.736967814279327;7.484750781879821;6.785113663987598;13.68343014162855;7.309732646746707
