;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;1.4535933894733324;1.4825027650886808;1.4887847476565377;3.3921839158728013;2.2245390048177938
urbana;1.531369080152344;1.5690647556936095;1.577234016062132;3.4739302141673516;2.2889089052548575
rural;6.030606991795726;6.154420712867149;6.0039897962527595;22.71984523119452;9.428639871253848
norte;4.9732567190128165;4.950152309863346;4.772233249754844;10.60823549574949;6.650042043475523
rondônia;9.228926277667323;9.952940376384262;10.382008325850677;23.635175660885675;12.275297604982935
acre;16.38591606998372;19.103058461350553;19.2469282804104;38.5256684491997;17.22691276506448
amazonas;11.667644049646325;11.49687140809778;11.191735089513621;22.524778999930245;16.579589348548865
roraima;11.458508592381541;12.64086112810242;13.337008788742185;25.80824537611519;15.41378006550375
pará;7.688597040234229;7.3846477916659845;6.9786552968562745;16.059008316505473;10.912159799139618
amapá;16.646979004686465;18.748323549350527;19.01399641152092;28.38839377513483;18.805595197561345
tocantins;13.438119324416483;15.198352765430627;16.332055176651718;27.563596673224527;13.316450180556915
nordeste;2.7194620110399725;2.732311606362795;2.7922539205153525;5.266429144987392;3.930771810782521
maranhão;15.263630370443563;13.54224140350734;13.443654785115307;22.90691366199394;22.39976127477095
piauí;14.576210603575607;15.274711929188246;15.235415058201946;32.284262576673854;21.933987354299372
ceará;4.617989139505473;4.814890434042222;4.9966224821514995;8.97983567562054;6.440943737659529
rio grande do norte;7.334178922728386;8.035662520884834;8.733730544894907;15.897006060457075;11.592993763176654
paraíba;9.751756521097093;9.542916867012876;9.626755485866516;27.450666408313133;14.96495936000965
pernambuco;5.389146752231365;6.019867177187436;6.2664067220612765;11.311014814589306;7.229142996551987
alagoas;13.17125072616889;13.521529831813888;13.182012136988106;33.32061931535014;16.823242514981427
sergipe;7.51589335411742;8.105384528187138;9.339099629448802;16.010320745277884;10.233686536300576
bahia;5.274744021467989;5.514539807733552;5.560297471691922;10.733412298641172;7.237322691212535
sudeste;2.5284323405312663;2.6191853478555522;2.6292595252084507;6.318759474987799;3.9943600139571847
minas gerais;4.658546058831069;5.303885632823768;5.467991026582363;11.310616525047791;6.4058904973743545
espírito santo;8.94328668534911;9.222327085384011;9.694841328313366;25.041481284583295;15.73420353242343
rio de janeiro;4.475948617136961;4.7596988939860685;4.75819529557256;14.367071233254094;7.1407877961218365
são paulo;3.7665219109804564;3.8139429396139284;3.8118661647163092;8.785756937507022;6.024462361449475
sul;3.3191068466773053;3.283088653082858;3.345602108313945;8.826628264351044;5.613755660321803
paraná;4.501800228016615;4.756042067863047;4.8307005260255265;13.630208828174348;7.387112697438325
santa catarina;11.467374842540124;11.019299323225574;10.968418802605903;36.796461549093756;18.9168888838934
rio grande do sul;4.737084477845523;4.411696389169979;4.55515515994145;11.495305320114035;8.485913517419178
centro-oeste;3.3919427895227865;3.530601927371098;3.5021714207257375;8.490333834676225;5.361336797457063
mato grosso do sul;15.617671200398592;15.843801972673687;14.930152587377826;33.8739041412004;20.188135290763675
mato grosso;6.641655742009609;7.176770168829792;7.028695988362789;26.646056540304826;10.743600324051787
goiás;5.0753739722635824;5.198357103295138;5.22195329023811;11.738460234980073;8.954864834796695
