;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;total;homens;mulheres;branca;preta/parda;preta;parda
               brasil;1.4434504162704305;1.679226076680024;1.7802005617996457;1.9538604574415617;1.7632935847758386;3.6322716141745115;1.8737025554686177
urbana;1.5003423062776584;1.7538761826750475;1.8212950351240804;2.0092012279185916;1.833453628555492;3.7050149573835114;1.9604420360702004
rural;9.871604888030811;9.891188817505931;11.857739689860615;11.32646692811024;11.128129388070743;20.525856498959808;11.025110208530082
norte;3.758989903111189;4.399210220173847;4.153069755156766;4.910279554258777;4.1016241830884566;9.548423700735704;4.116382841901658
rondônia;10.724608524467639;12.3641864490858;14.37375973662416;17.096782038251654;10.799804366834177;26.201931925621558;11.47900068436144
acre;12.416849061697082;14.327410783999852;21.674824367536676;15.299614172860858;15.233440908367541;42.4904709406922;15.959921161140054
amazonas;9.068007444300866;11.0049474802064;9.910524439143675;15.382133793154871;9.190334564622635;30.850428219135768;9.555056358622124
roraima;16.042768516130426;14.718655707333955;24.259399068088854;36.904414097384226;14.739762021192465;38.69744416723757;14.961369224517696
pará;4.927678995320328;5.88254627647677;5.2161496289817295;6.082312742628943;5.412706262519925;12.360094258577307;5.365610148458736
amapá;19.189362029296714;17.89202025377439;25.10404990866876;23.334202188876077;20.499683206878053;34.89864143519909;21.136318101004594
tocantins;14.642239124890686;19.58127937422615;14.93501948971711;17.76818562108684;15.69852335736826;41.43987541782935;14.355432055537939
nordeste;2.7601827332059634;3.1514536727748035;3.145015132287846;3.7978670469770686;2.9695004335036606;5.091604328288206;3.175961256034465
maranhão;16.903549893643476;15.680877289741728;20.688754234899278;23.214075758044213;17.207995200940413;22.827449247568072;18.23997910770466
piauí;10.960559671876345;12.635746064416143;13.420868576831579;19.738410250134528;12.301538239882143;37.30012433548073;12.526802778210893
ceará;3.7801983897852462;4.586962795927577;5.253217811508604;5.879247819529752;4.444714090150654;15.346644785257785;4.530691488268781
rio grande do norte;7.718515885037007;10.597200202641062;7.778127128705361;9.249642963970203;10.364530991694332;20.66824002599432;10.569153213093438
paraíba;11.695739871309673;16.01700914651026;11.027264817227156;14.576254742156113;11.137792251559532;22.691635217030264;12.848200477921582
pernambuco;4.926178597464148;6.549698466533553;5.163588460745872;6.741542910634125;5.374865254075578;12.48550453158025;5.611743554386249
alagoas;9.406369324431072;12.531671222601837;12.839191503369412;16.401381159086966;9.801610586650568;44.12421597221603;10.096641230873042
sergipe;7.327723763247529;8.07908958238316;10.74086851007815;12.18533336186839;8.47131780520565;27.019520538992513;9.24672849009211
bahia;4.4347818272479715;5.195237992308405;5.284678249196457;9.247161441584451;4.101043797295126;5.870382391754771;4.926501207389272
sudeste;2.422108554257182;2.916364751578632;3.11868216794368;3.209756787984827;3.1582444823707267;7.38234218732252;3.423797419844848
minas gerais;4.334153901621585;5.225683941931829;5.920149467677488;6.38773169802111;5.503668679178127;12.53685245008572;5.937105808221366
espírito santo;8.472166460409577;12.318359648230183;9.746234774734166;12.102004370432146;10.691205516809998;20.7931303380126;11.933740992976787
rio de janeiro;4.756065039680725;5.34045628523681;6.033276806161435;6.030921130174473;6.555794957001015;13.265939229398423;7.2443222832354195
são paulo;3.582872856817167;4.372737117459819;4.606620405092829;4.502608653584149;5.015577505616311;13.00627995732505;5.379521082915796
sul;3.5304493066086584;3.956836376742992;4.844910654732862;3.862259834721346;6.991797195431318;12.32950564995726;8.027447682669871
paraná;5.423886332623453;5.987938676776652;7.498509550661321;5.89019602734147;10.250740598072479;22.696918464634322;11.091969257466072
santa catarina;14.807441615691602;15.823063395897078;19.7280153784168;16.230638986688017;22.20235921593487;70.3485375915428;23.25942188333447
rio grande do sul;4.281658084254082;5.0080784057179075;6.111876530626177;4.730190334905291;9.76393798514488;14.725250501923087;11.892691931580984
centro-oeste;3.964111684053164;4.351920437993271;5.362938671832052;5.2482852900304895;4.6036970462937505;9.939120751248765;4.821706411250809
mato grosso do sul;13.332152567387768;12.98147302233646;18.616472633994405;15.979069847259073;15.910068773519697;43.03350799583393;15.809890078661153
mato grosso;9.44908397901454;12.339769482408398;12.32840466415775;12.926414651346557;11.114893010771263;23.036642205037715;11.734528527497046
goiás;6.485775493062613;6.932168631182351;8.826292272747864;8.271865458732522;7.488652244110662;16.450441728561614;7.812994125404974
distrito federal;6.231309965842658;6.633106799312776;8.298895465151235;8.808522032756104;7.404636307863247;14.190601061330383;7.881669363351171
