nome_original;nome_arquivo_hash
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por sexo e cor ou raça, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;fc80c397047d146420731f53b9ded924
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por sexo e cor ou raça, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;186af88ff69ebe5b24f546d1145ac76f
Coeficientes de variação das estimativas de percentual de pessoas que foram vítimas de roubo, no período de referência de 365 dias, na população de 10 anos ou mais de idade, por sexo e cor ou raça, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;2dc8ce422e678bccd6c61e883976d1d1
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por grupos de idade, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;8f9ce9af6718d522777e24fbcb8ae8ce
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por grupos de idade, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;16bfd87d1cb49d279a665ba9dfa1c93d
Coeficientes de variação das estimativas de percentual de pessoas que foram vítimas de roubo, no período de referência de 365 dias, na população de 10 anos ou mais de idade, por grupos de idade, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;790db9935183769ff607a8c03ef6ca12
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por classes de rendimento mensal domiciliar per capita, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;20393e6a2c42e053aca7561b63e9094a
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por classes de rendimento mensal domiciliar per capita, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;44940faaf4226f4fb335b96362e65045
Coeficientes de variação das estimativas de percentual de pessoas que foram vítimas de roubo, no período de referência de 365 dias, na população de 10 anos ou mais de idade, por classes de rendimento mensal domiciliar per capita, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;744729d2f35362dd925da9ed74a71aa6
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por tipo de bem roubado no último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;54b0001a46dbd137130dcb62d5c9abdf
Coeficientes de variação das estimativas de percentual de pessoas que foram roubadas de cada tipo de bem no último roubo, na população de 10 anos ou mais de idade que foi vítima de roubo, no período de referência de 365 dias, por tipo de bem roubado no último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;7436ed933bbff39e58417fb16b305d58
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por local de ocorrência do último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;1037b4a33a695ce835749d68aa098ca8
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por local de ocorrência do último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;37f53009304734c32525b5993334559e
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por procura pela polícia em decorrência do último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;8d1402e42f50e4ab6de1801a87a997c5
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por procura pela polícia em decorrência do último roubo, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;bce1a71d49e9e384213727202ff66d49
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, por motivo de não terem procurado a polícia em decorrência do último roubo, segundo a situação do domicílio, as;49483c7ca543c7d790e17411483fc1ef
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que não procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, por motivo de não terem procurado a polícia em decorrência do último roubo, segundo a situação do domicílio,;5cc7ac2c3546716abb71793b774f58ba
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, por realização do registro do último roubo na delegacia de polícia, segundo a situação do domicílio, as Grandes Regiões;5f29ad650f23c6dcae9e9600177aa849
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, por realização do registro do último roubo na delegacia de polícia, segundo a situação do domicílio, as Grandes Regiões;b4f3a91e7c82689476ab1635c0ada97e
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por tipo de bem roubado no último roubo, segundo o sexo, a cor ou raça, os grupos de idade, o nível de instrução e as classes de rendimento mensal domiciliar per capita;12cb78ba76f2c483110272962951fb83
Coeficientes de variação das estimativas de percentual de pessoas que foram roubadas de cada tipo de bem no último roubo, de 10 anos ou mais de idade que foi vítima de roubo, no período de referência de 365 dias, por tipo de bem na população roubado no último roubo, segundo o sexo, a cor ou raça, os grupos de idade, o nível de instrução;b653bcf4770fccfb87423c5f176af628
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por local de ocorrência do último roubo, segundo o sexo, a cor ou raça, os grupos de idade, o nível de instrução e as classes de rendimento mensal domiciliar per capita;a45864b5358f8395aeefe23487ad8fde
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por local de ocorrência do último roubo, segundo o sexo, a cor ou raça, os grupos de idade, o nível de instrução e as classes de rendimento mensal domiciliar per capita;953566f0ca41aa17e13aecb56f4447fd
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que não procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, por motivo de não terem procurado a polícia em decorrência do último roubo, segundo o sexo, a cor ou raça, os grupos de;2685081f2f5e7cd185740152fe7331df
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que não procuraram a polícia em decorrência do último roubo, no período de referência de 365 dias, por motivo de não terem procurado a polícia em decorrência do último roubo, segundo o sexo, a cor ou raça, os grupos de idade,;e45447ffada1ead8945d3d578281a432
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, mas não fizeram registro do último roubo na delegacia de polícia, por motivo de não terem feito o registro do último roubo na delegacia de polícia,;066d38b3256a3578d7efc6bb0537eb8c
Coeficientes de variação das estimativas de distribuição das pessoas de 10 anos ou mais de idade que procuraram a polícia em decorrência do último roubo que foram vítimas, no período de referência de 365 dias, mas não fizeram registro do último roubo na delegacia de polícia, por motivo de não terem feito o registro do último roubo;7b523ad654a78e848c0ffd29fc5eff2d
Coeficientes de variação das estimativas de pessoas de 10 anos ou mais de idade que foram vítimas de roubo, no período de referência de 365 dias, por nível de instrução, segundo a situação do domicílio, as Grandes Regiões e as Unidades da Federação;daf5558428f60a7c8809823e06c0fd25
