;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;total;homens;mulheres;branca;preta/parda;preta;parda
               brasil;1.2275267374508312;1.285665419070066;1.505970242949363;1.5533394895514474;1.5903267862459969;3.094999424995824;1.6433283510318997
urbana;1.333160446525756;1.4271982722252354;1.5642271896576263;1.6376940730170388;1.7274838904339098;3.211565756018173;1.7979789927442287
rural;4.992342134336492;4.9685214225075445;6.694034302037999;6.38284558874076;6.0869381878320965;12.651893925311793;6.14007199102109
norte;3.184150547496187;3.419588992468723;3.7265907403465146;4.782072042007472;3.4189211566185627;7.198552710569163;3.5853160197121903
rondônia;7.857903778376256;8.027958728367798;10.008801341665368;11.256570986379895;7.988422979295885;16.1877959281691;8.518994773140536
acre;7.219340816930757;7.2564735678131465;10.391633500786334;10.686263334009407;7.012360916674492;25.12198848877389;7.770185633692846
amazonas;9.124890213815677;9.464234728544739;10.230247368758377;14.654780284940784;8.854321498914418;24.90436655963242;9.113844929041356
roraima;8.727939528599057;10.144658122436239;11.107176404792359;21.332197773453927;8.476524372360213;25.868732829110684;9.424957507789484
pará;4.490590021302832;4.931998056411735;5.255959545381614;7.126528365003676;4.897393308265633;9.921673650713181;5.216751124892852
amapá;15.818416735626586;16.119277040439094;18.6197132292373;18.812751322963546;17.268912978238117;30.475917091911853;16.59698558252986
tocantins;11.623733779763104;12.738693952116009;12.403047494081617;14.70012927595917;12.6660915239851;26.08681518433675;10.989821550668601
nordeste;2.8239793865793756;2.86876195346977;3.2137309549522373;3.3939606581239135;3.1674968089886812;5.472893652367521;3.2331546125577244
maranhão;15.856465916624568;15.019002347305547;17.585799292206556;18.598619359574016;16.67399171705028;27.060640841190917;16.742911332780423
piauí;10.465428133992368;10.415195156484174;12.529485753024938;15.98536545988176;10.29330918957699;24.561627258841476;10.642498389373614
ceará;4.3059172335014795;4.972150998874172;4.701402269933608;6.441347892533564;4.536197117432294;19.50987675395088;4.293365367509486
rio grande do norte;6.105446365254427;7.066426133053192;7.521280199733748;8.996596946889145;7.607882370373564;18.06427199048599;7.809319945900605
paraíba;10.01326434114637;12.444737706094458;10.095760360202796;12.757652659667002;9.842448083701969;18.842444685976023;11.066522903474047
pernambuco;4.2994326306117285;5.439278579045323;4.572961710268232;5.720136864926818;4.714410751808139;10.648349510135725;4.965873141097916
alagoas;7.736075098077386;9.637294012344622;10.212574059913546;14.52208438692615;8.383864322721635;26.676178269976518;8.65854090219747
sergipe;6.606962895082678;7.274437769439047;8.181358342829649;12.580949347628197;7.777102368275734;20.832670958294766;8.013424779469043
bahia;3.996418427484723;4.097042007045662;4.849016550255274;7.624901123363708;3.758086960214784;4.841919001301977;4.420835562335015
sudeste;1.9603859838019821;2.105716924624708;2.5254163546451194;2.5523225961399207;2.53690035937637;5.352241140313031;2.6799911325999353
minas gerais;3.821855677065706;4.242827122544104;4.581195666358295;5.353346502269941;4.0346703641015775;8.95099215019899;4.183318628835482
espírito santo;6.677817393899835;8.184292943463591;7.875413266408003;10.03279068760873;7.333543659253089;15.364933321079913;7.394466203846164
rio de janeiro;4.031955469067303;4.4084073850581;4.998632157534541;4.961369959948648;5.775135280485906;10.322066943664204;6.320852314503174
são paulo;2.881739277419811;3.0214843219483827;3.848020944582078;3.5726793677706206;4.271692252476782;9.409546858006282;4.511801047968614
sul;2.639724702419448;2.7920014385959626;3.4019289012054483;3.073299549173743;4.516634585445034;8.76866134552659;5.029087857057141
paraná;3.8552259294518882;4.038954842074468;5.278089001613992;4.463370306843941;6.419688346447754;15.777114691062858;7.132229833796666
santa catarina;7.706072056390286;7.89828394960348;9.633723626153582;8.7521702021867;12.1623103255466;22.963514054324342;13.059197827568092
rio grande do sul;3.906878782559177;4.180513906394313;4.926763493487089;4.592539328223896;7.419120695216269;11.7938798426416;8.344936184095607
centro-oeste;2.4681034235409145;2.909384235253529;3.287407694915364;3.5194336617007433;3.052577849428435;7.425404470150535;3.1418872158275057
mato grosso do sul;6.865611213360118;7.149760147868384;9.049351668747137;9.679849564304428;8.183516477014825;22.272330768160284;8.522690947085593
mato grosso;5.380664307348428;6.895388447913677;7.417245802501897;8.70507520406749;6.98005379307137;16.22200947613671;7.2129070592972635
goiás;3.8855289693537993;4.63542505075777;5.148366206207214;5.114488759675359;4.728577194172594;11.57924755870008;4.800515130190946
distrito federal;4.4802532830480715;5.1288998388966185;5.953832097212762;6.388049021610666;5.7483482975321865;12.369201203855026;6.055100491247948
