;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;unnamed: 1_level_1;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;unnamed: 5_level_1
               brasil;0.0;0.41980190401335926;0.5018749005139512;2.7243330826365417;1.348297106733607
situação do domicílio;;;;;
urbana;0.0;0.43990318017994234;0.5275061508494193;2.7374105884278452;1.3849852827456892
rural;0.0;1.3353847520816058;1.535156074453575;17.97002347585767;5.878965376282862
grandes regiões e unidades da federação;;;;;
norte;0.0;0.8602135659447336;1.1733075753575575;6.043527938638534;2.6094446269734424
rondônia;0.0;2.1932148813871066;2.9114829123223855;24.07234928853157;7.175629405992492
acre;0.0;3.6995100419365903;5.612709456251123;35.77130731171069;11.041439846500271
amazonas;0.0;2.4771249879848165;3.169250689674624;12.046597199645026;7.289553414253438
roraima;0.0;4.590182961826829;5.698958779538588;22.09595790184138;10.202292883732012
pará;0.0;1.1522690728213567;1.6033637228708433;8.634474938806568;3.5264542613215744
amapá;0.0;4.3167023022805555;6.109308419453246;20.057972625799607;10.864694667414152
tocantins;0.0;2.4381360137646073;2.78768248113323;19.857260171018833;9.409144616500033
nordeste;0.0;0.7938248349285388;0.9477475005398803;4.177728229979398;2.383721184206187
maranhão;0.0;3.3401808152962014;3.7212289197543997;17.015025766035897;8.463295984703214
piauí;0.0;2.4584440986092506;2.89281763361571;20.210666082201048;9.085554277468969
ceará;0.0;1.3766701799124712;1.7628504424222398;7.964038797145003;4.455971786085486
rio grande do norte;0.0;3.048872810944973;3.7016812422754675;12.545725410724343;8.986151442785186
paraíba;0.0;3.9800385777507707;4.264667367968249;18.98012156062527;9.4686401648103
pernambuco;0.0;1.6210961939967037;2.3353064816941367;10.173029695448458;4.369688169778543
alagoas;0.0;3.597098999316666;4.627942946492387;20.653155544185562;8.599960825952488
sergipe;0.0;2.393609804511681;3.609634978669823;16.45586847343364;6.048967412952
bahia;0.0;1.22292044087726;1.5129993332090956;6.8240194960459215;4.666218755511706
sudeste;0.0;0.7618172415209605;0.8936742076290219;5.273803690523174;2.484777781291348
minas gerais;0.0;1.297778704140296;1.5963165729670172;9.708213835677373;4.2124829931584875
espírito santo;0.0;2.695006864806901;3.37767965826754;15.658644451768161;9.060356412160344
rio de janeiro;0.0;1.7851564848217738;2.0061073643759584;11.692692545456058;4.8056851952685475
são paulo;0.0;1.1203391138842986;1.3138130254466933;7.554510465881694;3.9114558285207943
sul;0.0;1.0317441248458028;1.2579432421511347;8.352212894646163;3.582492955611385
paraná;0.0;1.4558809329879143;1.7363721793106923;13.126081277735706;5.315447045867445
santa catarina;0.0;2.6841945550289537;2.833870011473807;29.827563963822683;9.842046701772828
rio grande do sul;0.0;1.6968847948914396;2.257596682775295;11.410462767653183;5.481897809569081
centro-oeste;0.0;1.0324920102311417;1.1578627437676219;6.676197729263614;3.680448909114617
mato grosso do sul;0.0;2.4809156805326036;2.936235172812243;16.686118418853216;8.303064575976055
mato grosso;0.0;2.197927979235236;2.487317801475717;17.441892661316206;7.160991158153511
goiás;0.0;1.6580392277525646;1.8054218750026083;11.075739514215238;7.0095967352140915
