;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;unnamed: 1_level_1;homens;mulheres;branca;preta/parda;preta;parda
               brasil;0.0;0.16179016051160158;0.15060798558533312;0.5308928446287448;0.513819294367883;1.4296747826117593;0.5624159775458752
situação do domicílio;;;;;;;
urbana;0.0;0.17390797836810085;0.15704443898251993;0.5852762338220407;0.6110302151047035;1.4358259850474093;0.6712091032256674
rural;0.0;0.3207743071184909;0.3520263177548667;2.3194171305932425;1.4788017415090833;4.900840657227419;1.5668301026190221
grandes regiões e unidades da federação;;;;;;;
norte;0.0;0.4232305795524164;0.41259983184932003;1.8758708932634096;0.5958440660750598;4.784124350851289;0.6998220421491812
rondônia;0.0;1.3409619298294548;1.3155216303179396;2.7112407369234877;1.4468529579797158;6.745022878807889;1.6196639499717331
acre;0.0;1.7649508830819243;1.7250767613876312;5.297056354204429;1.8618033482062095;10.432424658024335;2.21369327624979
amazonas;0.0;1.0647465477501226;1.026173503006008;5.336803948714926;1.380852278712207;16.673706092501977;1.4007092670913845
roraima;0.0;1.8336621737957532;1.7499559495530765;7.887743352319755;2.9558759682423794;15.888218851507533;3.1755124123683114
pará;0.0;0.6055014810173099;0.5845829013513305;2.9830712020064265;0.8870364661008429;7.947596501571899;1.1164603362541043
amapá;0.0;2.036665297600243;2.0408522327950447;8.541366640995978;2.8538775253203186;20.158593468281136;3.023455644518775
tocantins;0.0;0.9206097048212099;0.9601763346879926;5.2534665175788104;1.710017377204261;11.722325930252495;2.0718713512148437
nordeste;0.0;0.30023785234178585;0.2791391667932557;1.6616335851516084;0.6603596569339943;2.6636856526360373;0.7373859436497215
maranhão;0.0;1.314742671095027;1.2531071799374522;8.182312162844699;2.5105104961382723;13.944114111778797;2.953700506413347
piauí;0.0;1.4733113899326449;1.3354208870302111;8.866304240333374;2.7548356844391293;20.576551049420324;2.549569896314124
ceará;0.0;0.6967299579382628;0.6372873549072957;3.128396334610162;1.3644484223703324;8.886093189853174;1.5900685007972202
rio grande do norte;0.0;0.8476087113456039;0.8227058398549765;3.181230582216515;1.7172359765863436;8.571495866411237;1.7953359560540747
paraíba;0.0;1.319021292073434;1.2156785974621538;5.227241042004345;2.841007801536344;13.557707487728157;2.6012234100674134
pernambuco;0.0;0.5975163410034128;0.5369703698485196;2.6834045574338705;1.49776142354867;6.341583627128622;1.5398080729250014
alagoas;0.0;1.1956352572447309;1.082952753278828;8.585687504948467;3.192345199359925;14.274407094069874;3.530704380330959
sergipe;0.0;1.0749554802477075;0.9881988888364782;6.77123132849353;2.6911060445553985;11.517665045383687;2.520647355590605
bahia;0.0;0.5094397693576319;0.4855034119241783;4.018003967748442;1.2065738407364306;3.0152239692097744;1.4774249186967803
sudeste;0.0;0.27327496926847594;0.2510983444584434;0.8004797189094002;1.1021151392870048;2.1862685425725465;1.2472289437460697
minas gerais;0.0;0.5168986956383097;0.4808509663353571;1.7959838239550294;1.4611429276078995;4.355165124975147;1.7043452073316494
espírito santo;0.0;1.1143908418078285;1.0606188123237514;4.985588198544038;3.5897510254553935;7.770408975455167;3.6596953795850458
rio de janeiro;0.0;0.49925678608041174;0.43237849108384746;1.5724392442568103;2.0358232552925974;3.659503452017605;2.449828824607271
são paulo;0.0;0.419132599929665;0.39057865508564676;1.0828821426427075;2.114108512101726;3.7027030679172053;2.3402027100699025
sul;0.0;0.39948210183662425;0.37492306614601406;0.64472604432258;2.450071229369902;4.025545734219162;2.763666371505781
paraná;0.0;0.6596044703115971;0.6101788571771923;1.2645998505855793;3.2511110362691937;7.578942826556191;3.502275837630885
santa catarina;0.0;0.7045968087785968;0.6857001698093752;1.5025011009126774;9.354044991150671;12.68457051303554;10.72169565144349
rio grande do sul;0.0;0.6785724564792207;0.6327252051086152;0.728970934387889;3.3271878379635176;4.920329543120083;3.8097816331532055
centro-oeste;0.0;0.4775926738881775;0.4519584250625339;1.847747511232741;1.2822941422552772;3.4282677064358946;1.3724854118568484
mato grosso do sul;0.0;1.1179694948754018;1.0780539923580985;3.6825655878537016;3.6634676690601307;11.277421075315589;3.6535605835963976
mato grosso;0.0;1.0575804910319633;1.0569232004843983;6.088500636927199;3.620781368404028;6.486183066447697;4.214556598341964
goiás;0.0;0.7750641493242751;0.7297640784713986;2.5217795695497642;1.6911543066252845;5.684411785253324;1.755528249992094
distrito federal;0.0;0.9037721321326575;0.7980320161124955;2.777584578089371;1.9441543351885178;5.534464498790104;2.1144599707517013
