;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;0.6928770063293205;0.7555028120309273;0.810660048618206;1.7633850659321448;0.8523846434676353
urbana;0.8587980411850094;0.9062781403856053;0.9273640721744342;1.8808015549051196;0.977233540765416
rural;3.25391337464394;3.2785939345733808;3.3179863884102567;6.903597009533398;3.7977482480234768
norte;3.4768448133496843;3.736529613086614;3.8624349777993983;4.977527545761298;3.891787809416753
rondônia;3.3155334009307493;5.347495205050268;5.634676589186767;11.263167798382554;4.832048805979758
acre;10.766037584684941;12.019274670264906;12.55502328578631;17.703231879042;9.880442273398303
amazonas;4.418281608947436;3.9318276548320474;3.73289462172737;12.089425698522334;6.968324512121219
roraima;4.756212922640313;5.068389422617739;4.825847188703372;13.491754721218902;6.102423673014748
pará;8.708223025440608;9.70479846019133;10.053236390703045;9.025822946697904;8.432264019693278
amapá;8.663353080183908;6.135622452737853;6.268281562443988;13.937922681580375;14.237086296455155
tocantins;3.401724653742177;4.24073995607195;4.409509611587022;10.56816790334575;3.2790558036109716
nordeste;1.653280897927568;1.8082518010225999;1.9753356656672365;3.361900697094549;1.979451556780556
maranhão;7.394463318254337;7.698794996580864;8.538660422227629;18.18969831894687;8.820722970477592
piauí;5.896780275014431;7.258689303386231;7.255634593299054;17.063903250001093;5.553464328475624
ceará;4.10944186047277;4.16342218763612;4.461659336757716;6.880028233931329;4.860369257103926
rio grande do norte;9.232800347021263;11.102803834462579;11.954701350223521;13.023919970772821;7.775794764217061
paraíba;5.5882820119528605;4.943124158647892;5.695158208994709;14.685770197245214;6.5286850260389615
pernambuco;2.8433055418041664;4.370089104603706;5.005914680609825;6.63287135253882;2.6978267313273334
alagoas;8.573679076448991;7.735413584791212;8.503694783331522;9.20041384500883;9.70773258441614
sergipe;5.9242236093586085;7.017480774955186;7.151695188330465;12.650412637810966;6.290157022896685
bahia;2.7407424231752375;2.896339411303872;3.1562565540536456;6.315818297271308;3.882586158504864
sudeste;0.953118753008872;1.030145403734567;1.082457556829374;2.924797914002373;1.1626038043978293
minas gerais;1.894990983554854;2.0368535437863793;2.053536543766322;6.326480051116985;2.1364204772250597
espírito santo;4.038166149009035;4.815870929455344;5.467626649524609;13.847663840297447;4.575174372931586
rio de janeiro;2.335418274795894;2.492957591812154;2.4982145834958076;5.385264727015917;2.6591240132341247
são paulo;1.3040693829140542;1.4006535566498994;1.5175980774832434;4.124376780375219;1.706944357698319
sul;1.3850223889952664;1.668866057240794;1.836322834112822;3.7305215457211056;1.5984012297065269
paraná;2.17783554277198;2.4619520231937453;2.652443768194973;5.620533043744684;2.7245483017885483
santa catarina;3.733299083458498;4.73068449994328;5.234610985924194;7.814865375383969;3.121840971741345
rio grande do sul;1.6935469078025749;1.8732203323918146;2.0588036371404446;6.281193964278664;2.5301026569120073
centro-oeste;1.405888871601273;1.755669539715809;1.8142642809747662;4.451472040493614;2.1455219554783422
mato grosso do sul;3.0613589528494347;3.1873218999764052;3.327109222843011;9.107339563144278;4.568199376535243
mato grosso;2.8621244155797023;4.631782089526018;4.669754512216808;12.362372514877109;4.400777362498175
goiás;2.190081720279117;2.6360914506568567;2.76074739349615;7.106163717246525;3.49566129799057
