;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;unnamed: 1_level_1;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;unnamed: 5_level_1
               brasil;0.46077506889914754;0.5269004882302603;0.572439351099873;1.536813325678002;0.6444296971692756
situação do domicílio;;;;;
urbana;0.7207073382494567;0.7572263879256377;0.7713484272591365;1.6377719633067995;0.8408167118111879
rural;2.884073891428518;2.9432664513808855;2.977392970584916;6.381073477954479;3.3588235923574867
grandes regiões e unidades da federação;;;;;
norte;2.7110850807804527;2.972401610733863;3.11170840709153;4.189287417073341;3.126244722526165
rondônia;2.5952084676574896;4.077173303405078;4.2818525467150055;10.339127721944948;5.588665974125995
acre;4.684465570471601;6.1086982437312605;6.594909013287879;15.071690622369667;3.9774159848368504
amazonas;3.2653524187418586;2.7680654264681936;2.6143478922782215;9.899162318102428;5.769240299949268
roraima;3.4484997423013675;4.0864821023789055;4.103197835457468;10.792218484057397;4.9416902997771945
pará;6.411791817316934;7.284734403993215;7.658147893914698;7.117564806615837;6.272329548544344
amapá;7.421827986610236;5.6818605161030975;5.66805702933788;12.321326401951316;13.25326280099855
tocantins;3.467449083585328;4.137026342266318;4.3050331880552175;9.005806320580785;3.189293893333989
nordeste;1.0013441050858378;1.180801927966028;1.297664078540833;3.055833436782061;1.4013415333623342
maranhão;3.517185547359229;3.598358785790805;4.188742761591177;17.35930932184985;5.959528493289178
piauí;2.7135124097587253;3.9703458476503326;4.04517618740793;13.299050551541248;3.4945919534730163
ceará;1.7813452571483104;2.187121212761871;2.395828784741949;6.58739995032249;2.4397411199457624
rio grande do norte;6.868700281290047;8.71848645634215;9.294975349466068;14.33858220102616;5.2695824268578635
paraíba;4.736675736586682;5.304057139539188;5.169444680633499;15.400853889846868;5.1691246524802095
pernambuco;1.895023571231588;3.149047980205724;3.7255521648975494;5.256820371467183;1.9587802501408222
alagoas;4.937481660933277;5.0506140591736886;5.553703529483185;9.208456829460696;6.147144576739471
sergipe;4.904644395875956;5.274898035596201;5.169518997120371;11.858333443794935;6.112071652189763
bahia;1.880643671345009;2.0429505254852973;2.267628199801304;5.250642530903056;3.0790838000399527
sudeste;0.6607647337345793;0.7414013893067538;0.8019216803844061;2.4119657243011945;0.8839879609400236
minas gerais;1.3522813085702248;1.4751488506460284;1.5607611985721705;4.919910845488509;1.6987185016717894
espírito santo;2.681965583719568;3.323386491086192;3.858655139440815;10.308173624976611;3.6662572564824774
rio de janeiro;1.7986248691558626;1.9643889911467438;1.9941768583279045;4.3957789532703035;2.0870568631677315
são paulo;0.8433544260577156;0.9819632545567769;1.098109583827185;3.504273485022941;1.2375079928722923
sul;0.8140822202532793;1.0343376761673682;1.1806787103723035;3.884694757668901;1.4051451278454055
paraná;1.357563182295521;1.6263123158426507;1.744115635677976;5.815592586034283;2.2550511835361733
santa catarina;1.8537339261814363;2.7238499397649125;3.271650472458722;10.460679106432936;2.959399920366925
rio grande do sul;1.1866755826955269;1.323187759032748;1.4647054341305168;5.430986928191398;2.2574350007889565
centro-oeste;1.162810615007196;1.5095622864160447;1.547182158776158;3.934675816866512;1.875972859095551
mato grosso do sul;2.059191592713627;2.4696139680164553;2.584416549027641;7.5474985057234045;3.720381116857822
mato grosso;2.6953454869847238;4.023012567957636;3.9527776356476116;11.163742904690377;4.593720767855577
goiás;1.8006272644869346;2.339984031110436;2.453640359073625;6.425007668002546;2.9282450692635345
