;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;unnamed: 1_level_1;homens;mulheres;branca;preta/parda;preta;parda
               brasil;0.10047737482476135;0.18317323147970846;0.18790914639552506;0.5575514304841094;0.5055638972541;1.4223118906404832;0.5567796365341341
situação do domicílio;;;;;;;
urbana;0.534262594278304;0.5498682584778597;0.5675673866204244;0.753451613881669;0.8484517049907566;1.5021313125786036;0.9082101689027973
rural;2.7518382156915693;2.7411977294554792;2.8059936069195355;3.7478325446357084;3.0140926764391325;5.365628284273729;3.0938501499049638
grandes regiões e unidades da federação;;;;;;;
norte;0.33690994057594315;0.5322885854808685;0.5411234533697382;1.8101607064358316;0.7677505996642452;4.812924314978074;0.8491585562984033
rondônia;0.9351365465975515;1.7917485030650444;1.44137962299015;3.005381047906479;1.5490512927640787;6.853119222111395;1.665942330975152
acre;1.0739675318825437;1.8455442007926197;2.229851230191528;5.870507486037582;1.7735736377067521;10.940222145543633;1.915956755331796
amazonas;0.7513350880523262;1.2792290111429443;1.2950141807690017;5.317390391153856;1.6315696347321897;17.002072329936865;1.5665494004152813
roraima;1.3575767272398478;2.326597868099138;2.169589117540381;8.31471933992383;2.9278100259747153;15.583390303666832;3.3059430965688295
pará;0.5448211140824936;0.7804949195804689;0.8312529145134354;2.7656030637713314;1.2514922844821819;7.954881794424411;1.4410267915589723
amapá;0.9940162384637229;2.2370971112274165;2.29888814956081;8.584387097858851;3.009641760106456;20.142242179642484;3.1982891754134903
tocantins;0.7166596656966214;1.3081528762289323;1.034577416032437;5.0660203077056565;2.0618347090966176;11.789482700131702;2.3649230562082497
nordeste;0.22036186958060533;0.34359659763088024;0.38166849767151917;1.6573518627347006;0.7167981412627915;2.6897198727767804;0.7828732153786268
maranhão;1.1685069202860416;1.0895855343563248;2.180150608914175;7.852658881927842;3.1508422731869987;14.276840836126192;3.422640551870794
piauí;0.7251601075213323;1.4984021913220178;1.6487155524090513;9.105518030031424;2.635206113212888;20.44028861544959;2.5115971423904213
ceará;0.3532509182446637;0.8122317615592294;0.6968809799938412;3.1210170822627696;1.4369664145238255;8.921723865289602;1.646835679031199
rio grande do norte;0.5562571276083321;0.7955819986619647;1.1702889069441762;3.4809954510941536;1.5315148739887512;8.492699167963236;1.6367783406004868
paraíba;0.7462352930383374;1.65666163151864;1.2735720360191984;5.155181843561474;3.0775071969003296;13.587164167735803;2.866659170894517
pernambuco;0.5056098357956678;0.7791107368537397;0.7409852613403637;2.705302704876744;1.6038006671382121;6.356806555322117;1.6472301138894911
alagoas;0.7408142963958352;1.433023367008209;1.2858747346349448;8.742999214148051;3.1517875663463784;14.143885531852765;3.535281927434921
sergipe;0.9265238525926806;1.4280581979320215;1.345978050608825;6.459591807765264;3.197160636588635;12.125097798231835;2.939069586080359
bahia;0.38889348035470384;0.6830699510463327;0.5777168726737344;4.067199833803704;1.2419699212595998;3.051361728639489;1.4930595004019045
sudeste;0.15911323455165283;0.3056840175452415;0.3072280676068106;0.8776037173796566;1.0457094970670837;2.1472170836402786;1.2023642773388477
minas gerais;0.25223513019745236;0.5719995697355416;0.5460868456152026;1.865858537334224;1.4265898422293262;4.311639729496164;1.6911626214496902
espírito santo;0.5672107772195311;1.2134953924579444;1.2382536710264458;5.265208830410519;3.373426280096523;7.642047484317572;3.461566210234391
rio de janeiro;0.29826435972191734;0.5709807834018261;0.5352368183947752;1.7096382577499627;1.9406146753477118;3.6060836704416928;2.3720091656637265
são paulo;0.25767185946232246;0.468991483801819;0.48944238275637536;1.2216728045976475;2.007561984127638;3.6227566364144623;2.251399417689372
sul;0.18093206640757598;0.4424826520132636;0.41236927500126486;0.6957203195984556;2.4268171199661626;4.013116080996457;2.7425435513933802
paraná;0.2888111753521044;0.7213871748681869;0.6737682927173696;1.342616020455429;3.2106705440648535;7.51903045186839;3.4762148920113
santa catarina;0.4191820137758068;0.8738301793673511;0.7462846836633134;1.672364489298217;9.236836098476873;12.708787555370195;10.592049991862943
rio grande do sul;0.2752628678746873;0.7255921893221023;0.6965619402923232;0.7781399233159282;3.3394193114001802;4.915803348932455;3.8268466987167735
centro-oeste;0.27348718787643184;0.557785233733943;0.520835163159333;1.8912047001683296;1.2848085342953963;3.4208933127895684;1.3777752147374958
mato grosso do sul;0.6791691667974508;1.2064631465055338;1.367450004819749;3.8999768003606428;3.5959099442684614;11.23949023342902;3.591781016260825
mato grosso;0.7869406891701233;1.39188349521751;1.2397172352872827;6.026573837027018;3.7944340804494185;6.666633880502686;4.338272661552016
goiás;0.3651528291635211;0.889726387016909;0.7821150264092059;2.6353014774267622;1.6395649710022333;5.582765464696582;1.7386497229293032
distrito federal;0.4826720275051342;0.9405328452498579;1.0078077857407783;2.9600756334931075;1.8541014868065597;5.4793452026357405;2.0414492546016922
