;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;unnamed: 1_level_1;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;unnamed: 5_level_1
               brasil;0.0;0.307666048989334;0.3560044854550125;1.8190138021667603;0.4900868429540143
situação do domicílio;;;;;
urbana;0.0;0.29954576787127185;0.3417939455383216;1.7106256500365566;0.4565370799449577
rural;0.0;0.8667614985690688;0.9210204405335671;6.5970438027418306;1.6472847993471111
grandes regiões e unidades da federação;;;;;
norte;0.0;1.258584393165089;1.3583850781447278;4.6360804472636294;1.8672369753731006
rondônia;0.0;2.8758865129066264;3.1430057216533203;11.407834624854427;5.493982862803471
acre;0.0;2.565144761014023;3.0292254995069046;18.60395990075684;4.535800689674307
amazonas;0.0;2.871554605247698;2.485415937701472;12.056226860320153;3.6560014992412935
roraima;0.0;2.29755641191783;2.3117267986151306;11.636809466192114;3.3722017314765145
pará;0.0;2.5063975974390855;2.9727066368494763;7.187708799752721;3.439720338283389
amapá;0.0;5.559334851717028;5.316890241411327;14.728996376695395;6.716348474558521
tocantins;0.0;1.4115431278713668;1.633761448005879;10.425254289511061;2.842828117671004
nordeste;0.0;0.7633616479035708;0.8613842164765985;3.830614733118348;1.0586329332274527
maranhão;0.0;3.331292078751907;3.4778937002493207;23.144008286997575;3.9309246529272515
piauí;0.0;2.3752330526513568;2.534864515617121;14.915343626112323;4.2409005369138395
ceará;0.0;1.3599740575950352;1.4792174129913198;8.285743661319227;2.1302751241654607
rio grande do norte;0.0;2.9168955148304234;3.514561241210464;15.052342649960178;4.1530626405845155
paraíba;0.0;1.4024133543774657;1.7313567633258975;16.97871799801606;1.4754957837059675
pernambuco;0.0;2.1652682553098375;2.82534572998103;7.318989082901737;2.6125124012593184
alagoas;0.0;1.794405732524719;1.9551220777201894;12.21961796225321;1.8419904867661776
sergipe;0.0;2.626230416461955;2.9585115595678713;10.872280574170714;3.905609463216641
bahia;0.0;1.4647702786302537;1.6610081738917475;6.69726405625477;2.350950212181545
sudeste;0.0;0.4053747328894327;0.48985243934515565;2.8347328704023402;0.6516307316560448
minas gerais;0.0;0.6261644211446504;0.7881177076420933;5.827032978586964;1.127706806878595
espírito santo;0.0;1.8305738703028516;2.57369148707804;14.682493185524221;3.322956974736195
rio de janeiro;0.0;0.9382606684249629;0.9768291478569228;4.820277658830985;1.2093434828536826
são paulo;0.0;0.6248145910883263;0.7552070096347471;4.1252416299868;1.002871580925252
sul;0.0;0.6453097505515043;0.785827853392598;4.247057469021432;1.2198358866492356
paraná;0.0;1.0348709882485956;1.1670266426059668;6.097521871635102;1.7609589659645493
santa catarina;0.0;1.4393701359026512;1.886609893282634;10.345425475370648;3.052343692776768
rio grande do sul;0.0;0.9178021434994169;1.0837915090514993;6.595265655554185;1.7731379273409527
centro-oeste;0.0;0.9446630104957685;1.0170480228356948;4.3002831728167665;1.7376398688391108
mato grosso do sul;0.0;1.5566919619674364;1.5957911052580787;9.286796059726921;2.905605123926509
mato grosso;0.0;2.5726707252667858;2.5922892912274396;11.923806620988223;4.874641128966734
goiás;0.0;1.4798634117709624;1.6580518492586724;6.872043049183441;2.7119207719876717
