;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;0.0;0.24027394827344584;0.27996263132724564;1.3832216690553798;0.39449813553046065
urbana;0.0;0.23513756764525412;0.26870915077009616;1.3001194092228425;0.3749664670387379
rural;0.0;0.7743829471383503;0.8427402165268794;5.790972204618941;1.4752104250893956
norte;0.0;0.9502378236401319;1.0594952961796065;3.6033078775719694;1.4750783782849255
rondônia;0.0;2.650115974617826;2.8313284700076347;10.310485934785698;5.040509640552669
acre;0.0;2.213563441797477;2.7317885389534484;16.985200614929624;3.74871751296552
amazonas;0.0;2.1552568249037964;1.8236475558553344;8.071980098632066;3.0588088991847187
roraima;0.0;2.1947618116588887;2.244631110132929;9.899199346754674;3.241183040534584
pará;0.0;1.6084989832218919;1.9916241654152909;5.691554845561469;2.386261634043573
amapá;0.0;5.495136677170593;5.579689692802639;10.722262465988157;6.876013098655708
tocantins;0.0;1.235701379173366;1.5983499479668704;8.679338505656196;2.5216816877027686
nordeste;0.0;0.5622809971981676;0.6423907022014658;2.751321257590744;0.8236002488138122
maranhão;0.0;2.508994692220548;2.4842541428400384;16.501059980735647;3.2227604236281184
piauí;0.0;1.9620752023541603;2.128482393627408;11.03523409993222;3.534880975784349
ceará;0.0;1.0731059355145964;1.229309115264274;6.110944552659125;1.7278068797260016
rio grande do norte;0.0;2.251793490211842;2.709015405897235;11.098632646344413;3.424359530451687
paraíba;0.0;1.4406968412542998;1.569667916427776;13.137936689958087;1.5988440205021732
pernambuco;0.0;1.3692182410544964;1.96106068413471;5.5366568139993495;1.7478543729572527
alagoas;0.0;2.4659545093432267;2.6808175213965395;10.19527398306034;2.769435665846284
sergipe;0.0;1.893786738137759;2.1053942277938935;6.942065972517969;2.863623823418523
bahia;0.0;1.0755039676591196;1.2326009683454915;4.428553857477925;1.8464744770382493
sudeste;0.0;0.3276018271620247;0.3916768712763936;2.174292303009968;0.544191943265478
minas gerais;0.0;0.5337726862860066;0.6397935901570073;4.342354748527933;0.9761560842303081
espírito santo;0.0;1.3639185787424544;1.8945065204022113;9.557243464239324;2.5552499208074804
rio de janeiro;0.0;0.7150811074575029;0.7755849580030567;3.6951874238013636;0.9737989031918537
são paulo;0.0;0.5021697012267081;0.6104552831602522;3.233139331973615;0.854351339806567
sul;0.0;0.5598344749924568;0.6836587233311396;3.6875941930854284;1.0631225224996979
paraná;0.0;0.8718297348391802;0.9691970428761711;4.7904787640704205;1.5566735816444515
santa catarina;0.0;1.4218011091338558;1.944488348388732;11.391420373713443;2.9404645809337655
rio grande do sul;0.0;0.7839595171121081;0.8915292781454752;5.283689565424852;1.501509640975319
centro-oeste;0.0;0.751379036935516;0.8007086565639715;3.2864317743784315;1.4036795332743295
mato grosso do sul;0.0;1.340684391465353;1.4760007737941196;7.001909256458671;2.4956113070047827
mato grosso;0.0;2.2170803699940107;2.170766421857308;8.876024776639987;4.194403567534234
goiás;0.0;1.1543257745233613;1.2926555618260471;5.490058631622436;2.2147167918626804
