;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;unnamed: 1_level_1;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;unnamed: 5_level_1
               brasil;0.0;0.22238651984410146;0.2622721711455768;1.2574278213710952;0.3644524614937111
situação do domicílio;;;;;
urbana;0.0;0.21785020220259785;0.24764038136674707;1.1710866910612125;0.34696827005972675
rural;0.0;0.7566330849182503;0.8475583713230216;6.153192381262944;1.453318571532247
grandes regiões e unidades da federação;;;;;
norte;0.0;0.8361797162057187;0.9508060905986112;3.0162067094033937;1.289670883034535
rondônia;0.0;2.29967099571776;2.473620281614941;8.312391869314427;4.397983394222705
acre;0.0;2.1098656547977477;2.5662438815465256;13.584389888488332;3.5383374119069586
amazonas;0.0;1.6144880331392595;1.3655024731005838;6.212815111694221;2.3185010626169245
roraima;0.0;1.963318176443839;1.961887780577039;9.702554804313912;2.8706558377541316
pará;0.0;1.4563132924072797;1.766777238648398;4.809866444792279;2.124741690753491
amapá;0.0;4.664065125588896;4.724602640091596;10.910628138137696;6.099792067105262
tocantins;0.0;1.0668985603157628;1.3991275475608693;8.417350544212654;2.2377336900558342
nordeste;0.0;0.532314549704729;0.6313887994023938;2.5182547075495774;0.7866102651751258
maranhão;0.0;2.5673365379941253;2.649408206122877;14.073288465821603;3.401128292003455
piauí;0.0;1.983225720573265;2.1279028922307828;10.96557767805409;3.586370996986323
ceará;0.0;1.053057783012309;1.2591473070744952;5.155592890548623;1.7007896907482736
rio grande do norte;0.0;2.010209640752356;2.4946053298858764;9.957892036512105;3.1131235493023057
paraíba;0.0;1.325665900042476;1.3985124497397712;11.370147268905573;1.496000368194587
pernambuco;0.0;1.2211154107156375;1.8911870520062322;5.599169539400896;1.5411039589182267
alagoas;0.0;2.460367535144484;2.793383581478136;9.043383768948916;2.7631494263025385
sergipe;0.0;1.5902715479635428;1.8345485846105236;6.328359999630537;2.5140261835764712
bahia;0.0;0.967747361246306;1.151263797623593;4.075317349476148;1.6820140183993912
sudeste;0.0;0.3017030475395613;0.3577196905965891;2.006346985185947;0.4979210563142111
minas gerais;0.0;0.5152719941942884;0.613311592712778;4.0479732765139405;0.9447364884144206
espírito santo;0.0;1.2278397871265891;1.6747145760325928;8.6684645603338;2.258959968394913
rio de janeiro;0.0;0.6470443566951743;0.6992322351842043;3.4595964770149847;0.8789908050203472
são paulo;0.0;0.46108520307673584;0.5546347650571151;2.966980083023875;0.7748147122045174
sul;0.0;0.5117056320580214;0.6252237417321698;3.3156539444344064;0.9727949978176449
paraná;0.0;0.7778471803606437;0.8831347554178777;4.230727590425688;1.4166527925999053
santa catarina;0.0;1.3617198913479518;1.8293646209544103;10.968354449660604;2.8155862415089277
rio grande do sul;0.0;0.7089599069338084;0.8097390423371872;4.485850611275586;1.341154525314473
centro-oeste;0.0;0.6781713787781577;0.7105557279342635;2.9177510460143687;1.2616739258923608
mato grosso do sul;0.0;1.2016921055340615;1.315937965367425;6.486344568969299;2.239899414558458
mato grosso;0.0;1.9990419449852574;1.9438171373193018;8.028664661109739;3.7841576386636397
goiás;0.0;1.0159420456511679;1.1183970386773565;4.788944133135463;1.9521166039131599
