;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;0.32123234140655804;0.39505374616798755;0.4342777861675096;1.368780259347793;0.5165163672120269
urbana;0.6285568297748401;0.6695546125740601;0.679872257369743;1.4538252881710794;0.7341556232155364
rural;2.8373722140244713;2.8751708264581763;2.90531421336571;6.252888952674843;3.310281290427731
norte;1.8750956361546052;2.194884095623201;2.2986367873649005;3.7484296225715497;2.252357211182349
rondônia;1.8630814890095009;3.5773436583754323;3.721235107636205;10.546882843918777;4.949457802811139
acre;4.3165233510985725;6.013309459651245;6.480449253754469;16.26838925902683;3.3615550656629742
amazonas;2.5114905738867743;2.471630305800212;2.2579801656903875;7.982261934370869;4.74745357651501
roraima;3.0398946172398134;3.7411758959349957;3.908060369492272;9.766157001955907;4.453887097779298
pará;3.995494994010707;4.737239257441544;4.991251284024657;6.2827952847044575;3.9858504671788384
amapá;3.825866375017883;4.927701187489118;4.985029978354663;10.56205627825706;9.361237170457786
tocantins;2.6153554366835916;3.4338374692822766;3.751973464896893;8.095931030708028;2.492236194343987
nordeste;0.6323491593905382;0.8209218291864945;0.9136144579128005;2.6871536070266098;1.0676457215747743
maranhão;2.4067635180099436;2.9380267523690136;2.9813856886314944;16.408395716228025;4.540628535962794
piauí;1.961088214457389;3.1187547218023433;3.1776295393709737;11.62259290629997;3.5612005660051462
ceará;0.9697410771807552;1.515247761382071;1.7143698602198285;5.855250387031089;1.8966336659304956
rio grande do norte;4.18867704500405;5.7839745000351765;6.214422145317329;11.034627183972699;3.576095393697037
paraíba;2.5919240305993245;2.191549498512835;2.489515823655229;12.776322791016023;3.7017880561205723
pernambuco;1.340854055839407;2.365516511191474;2.9511091330788277;5.0530520706424324;1.548574454540899
alagoas;3.1739116390845434;4.08266288904024;4.633049715569412;9.098917588448147;4.143284339453923
sergipe;3.1596312597789864;3.062968558497572;3.147847960922988;7.5350697882771405;4.951386788343422
bahia;1.141991297566647;1.3079091013855848;1.4589747874727927;4.42692295648274;2.4498235989746995
sudeste;0.4909028530331643;0.580910367534523;0.6436320732652835;2.1514636363010284;0.7450883696763705
minas gerais;0.9971542931109391;1.0941375513840261;1.1704276388223203;4.373708160842642;1.4482154171846418
espírito santo;1.964864008280991;2.5326854429769146;3.032915576609727;9.077716374234836;3.0150768534711365
rio de janeiro;1.2392377177515153;1.3756014722665728;1.4152020529058313;3.8505119452175887;1.6415732823189566
são paulo;0.6546608750682567;0.8280980280415582;0.9497467475794815;3.154576763038391;1.0723831682462888
sul;0.5580667645478758;0.7742108415917265;0.8886722044550025;3.645677392864644;1.2206550687724322
paraná;0.9339308526788478;1.1820701164492622;1.2720916843687067;4.79116707735275;1.9274597122227877
santa catarina;1.4148380343463722;2.19634258645774;2.6162655433297672;11.297822480927048;2.998713506016022
rio grande do sul;0.7377751318550538;0.9574269017820359;1.0917552827575132;5.165620001910549;1.806322250007107
centro-oeste;0.863489155553978;1.2144043543304863;1.238083045506845;3.455329197797452;1.5519167412575021
mato grosso do sul;1.6517148613485155;1.9639285512204772;2.1056028755277434;6.960125232921158;3.1938637350249404
mato grosso;2.5246365333182452;3.9026051941517506;3.787462803814795;9.9919160396313;4.063350803475254
goiás;1.2424702963711827;1.7350362266979402;1.8185289801700513;5.688033986234588;2.488236123158058
