;total(1);sexo;sexo;cor ou raça;cor ou raça;cor ou raça;cor ou raça
;unnamed: 1_level_1;homens;mulheres;branca;preta/parda;preta;parda
               brasil;0.6906713719105717;0.6783216753484271;0.7332794004464949;0.7417404274906203;0.9130288365589294;1.3543770019873627;0.9567611433089162
situação do domicílio;;;;;;;
urbana;0.7006971388827247;0.699592194727477;0.7440967620751812;0.7804105407800235;0.9078572465655519;1.4030450579631466;0.9556825476124285
rural;1.4934771550563057;1.430355237574423;1.6136975799930413;1.4817614522613238;1.812018080366819;3.2886472520272307;1.8248801855344547
grandes regiões e unidades da federação;;;;;;;
norte;3.397100745969429;3.3659676809705563;3.478946217880297;3.3260777802578705;3.5396124285269845;5.338905859801104;3.561735960963752
rondônia;2.799733739902242;2.8684464942547923;2.9610439301568916;3.123268870469983;3.0770664255102824;5.157025240230544;3.291830750909619
acre;11.456058628558045;11.000458354514727;12.045143833276544;15.017387224625915;10.62666032589985;21.782605037509715;10.354269300075837
amazonas;4.276446206546409;4.109031838505013;4.5592440397514995;4.969378041082455;4.6968781903777685;13.029613233690421;4.660098951634417
roraima;4.3763121562289475;4.6021955725109445;4.571757029331318;6.689363317662469;4.122989748565124;5.79703144382406;4.240160147517347
pará;8.557475742034605;8.423666259714535;8.796665365895445;8.80645373067177;8.528865016720108;11.509489611684085;8.53007616913708
amapá;8.76438314984467;8.442079567605811;9.557949019076688;11.710063729482075;7.78310021773393;13.775237284893395;7.612810033239758
tocantins;3.128747707857803;2.496381216179003;3.929552657737186;3.4881234370812444;3.4788314301404606;6.010486912922588;3.3477957809316674
nordeste;1.6716606363264928;1.593930277547595;1.7830729704546966;1.899642536410373;1.821026294444619;2.9606864171097893;1.857054248575162
maranhão;8.004064990087455;7.455689188990165;8.625977385613508;8.044260003219371;8.7956806147176;8.152895174527059;9.29283692321688
piauí;5.660274782198973;5.048366860295426;6.269864590741218;7.36594166844625;5.712985905990586;14.694799192359822;5.410540234974242
ceará;4.07463890643841;3.776373361904417;4.453970591167084;3.7872292301854737;4.5173940121135585;8.773344958130345;4.454158692189392
rio grande do norte;9.048653178928317;8.92830790118979;9.312784715293839;9.088833841871866;9.259214182847009;11.492743015761027;9.479094241294092
paraíba;5.584940896054857;5.297019968193077;5.901246380905792;7.141147034409292;5.313242978114399;6.921975428972462;5.519254357478987
pernambuco;2.756252961321327;2.9953728849323413;2.6459416073404385;3.1100048164893392;2.9529778170773433;6.480505524780043;2.992352985805404
alagoas;8.569540049541555;7.86108646280681;9.279432653716409;12.31669023711709;8.367293657515834;11.535959412467145;8.799296430414188
sergipe;5.551153259693107;6.400862244665305;5.147064379353981;7.104140619491832;5.453065152438271;11.495760828670212;5.652140203977453
bahia;2.717221721983847;2.579792554493431;2.9526224419966263;3.595076394770903;3.0294316880768344;4.382751739252297;2.9885801448044234
sudeste;0.941662504558406;0.9457984392997021;1.0097652530448904;1.0992138962626214;1.155153958562273;1.9148194474150155;1.2128819615107929
minas gerais;1.872325235677548;1.849936163565545;1.9764404873626462;2.2545252460152025;2.016901690751915;3.058427934336676;2.059223880320989
espírito santo;3.8208666099191033;3.7127794750815752;4.341633040877873;4.591037829601102;4.278704966822766;7.5582348823281365;4.604065764650269
rio de janeiro;2.2704984195980096;2.3520723273254247;2.3572198537332323;2.88915175267143;2.6982607010374156;3.9343211438412884;2.8510934491267625
são paulo;1.299701116255888;1.301741418166295;1.4214515954195153;1.4459605252456658;1.7831918345172308;3.258243534346394;1.9181937011734695
sul;1.3708307338876438;1.3480793849567065;1.449532280402686;1.490045449338303;1.7817831071374632;2.784242319045342;1.9561873639830483
paraná;2.196571755331435;2.1698721531790155;2.3886159967179643;2.3021392291976084;2.9820549441150663;4.599176270582457;3.1899471697644564
santa catarina;3.68014068075559;3.4543520073770386;3.966095533273659;3.9143716365846872;3.561015319746415;5.901140428594061;3.9473798960497155
rio grande do sul;1.6409272812007074;1.7158460347053532;1.6442889951642998;1.6758585809621414;2.5914885417739;4.149754775020637;2.789020564164013
centro-oeste;1.4117294646759013;1.459668995638385;1.536584000617008;1.600351256671607;1.7236394183816393;3.0608213777475433;1.7603059777102017
mato grosso do sul;3.209940761680517;3.3057702526539945;3.3145143974481117;3.1659650677982847;3.731660377210302;5.834325126106514;3.7494900309972867
mato grosso;2.7765403706698097;3.2311490797474627;2.6476356076312153;4.089308202968292;3.616419374638118;5.94953139165065;3.6120950456330045
goiás;2.2128001535500066;2.163605390757528;2.5740802087477106;2.5269122749581094;2.5823849486811534;4.659424951902824;2.6927513400059024
distrito federal;3.731641278420229;3.675302146628663;4.007827837110157;3.6115626736020325;4.325510589784596;8.143091484409547;4.293185569947054
