;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;total;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;total
               brasil;0.6906713719105717;0.6979895438564524;0.7104073515983231;1.2020524654206437;0.7746465510392289
urbana;0.7006971388827247;0.7115068514142859;0.7224017531340889;1.264703793815707;0.789214819487206
rural;1.4934771550563057;1.4672153535687111;1.4326371312844668;4.507745804639476;1.7036894693245201
norte;3.397100745969429;3.1899932330148295;3.16108589220501;4.7516096817459665;3.965006554564066
rondônia;2.799733739902242;3.154895197209975;3.3292214017816906;6.328744643655662;2.990170605540724
acre;11.456058628558045;11.195819844415771;11.234001930584705;13.318516184448526;12.568268971112902
amazonas;4.276446206546409;3.9797232700975864;3.9171971553852285;9.204343033708598;5.177084534703258
roraima;4.3763121562289475;4.453096626646423;4.202864661206735;10.68844763444803;4.804397226194853
pará;8.557475742034605;8.531038082250987;8.529777805759315;10.149530814913595;9.09523302108386
amapá;8.76438314984467;8.268872401310583;8.654106062075668;10.037580322679096;9.499609470115328
tocantins;3.128747707857803;3.4315671551306974;3.3538485362087385;7.32574267290963;2.865286847109357
nordeste;1.6716606363264928;1.6960738467166914;1.7401987802863499;2.2419779054368827;1.8035598181961308
maranhão;8.004064990087455;7.89352643650177;8.097354096735193;8.44987222582858;8.618141139559375
piauí;5.660274782198973;6.015545755954585;6.001284226122307;11.695032419676314;5.434307127720509
ceará;4.07463890643841;3.9685352309868107;4.074921110167661;5.272519758582565;4.707096699639706
rio grande do norte;9.048653178928317;9.709925925188324;9.933727610739545;9.088834553878517;8.495746153034704
paraíba;5.584940896054857;5.304210785023172;5.5448106243544775;7.655024061651342;5.960215728444014
pernambuco;2.756252961321327;3.4313250806815834;3.3971150853998777;4.579769635648724;2.459597082512913
alagoas;8.569540049541555;9.028310007621306;9.557130712935413;9.029349793385586;8.418467368132704
sergipe;5.551153259693107;6.621497272547397;6.461216393992969;12.06687709169669;4.481412520647761
bahia;2.717221721983847;2.693387913782469;2.7758359264893557;4.03302813312915;3.022569712917647
sudeste;0.941662504558406;0.9915234735469869;1.0052284445613668;1.948557692219767;1.0258697927992808
minas gerais;1.872325235677548;1.941004976436842;1.9061128571872887;3.8915543744964336;1.9526036256728525
espírito santo;3.8208666099191033;4.372330407717035;4.603703986973033;8.952251396721946;3.6233400888530696
rio de janeiro;2.2704984195980096;2.445717887554478;2.4711472826145084;4.107375291943792;2.371488330935309
são paulo;1.299701116255888;1.3522432214863152;1.3924381505963197;2.735000030817388;1.4874460349762406
sul;1.3708307338876438;1.4452044043822292;1.4748156166608677;2.38530035721293;1.4120756613126442
paraná;2.196571755331435;2.3370175983529067;2.4180992913057717;4.009269674033637;2.319412553514075
santa catarina;3.68014068075559;3.777705866083653;3.7282209806888886;6.3472179522255265;3.641623067813002
rio grande do sul;1.6409272812007074;1.649041810758139;1.710944384711076;3.452109761418337;1.930416541950063
centro-oeste;1.4117294646759013;1.4866145310170298;1.5036907510067619;2.9944394450652667;1.653379688481775
mato grosso do sul;3.209940761680517;3.0704723068390436;3.097370040643902;5.754829312038329;3.840159317442439
mato grosso;2.7765403706698097;3.3736940339744845;3.5001069635388338;6.9481746681060566;2.5886353196658867
goiás;2.2128001535500066;2.296505658587017;2.2914916183400393;4.833605234357085;2.684717684496512
