;unnamed: 1_level_0;economicamente ativas;economicamente ativas;economicamente ativas;não economicamente ativas
;unnamed: 1_level_1;total;condição de ocupação na semana de referência;condição de ocupação na semana de referência.1;unnamed: 5_level_1
               brasil;0.10047737482476135;0.24014825391455794;0.28174535526568933;1.2502649116565219;0.38210306670568916
situação do domicílio;;;;;
urbana;0.534262594278304;0.5774290636611376;0.5834208672955188;1.3131914262137911;0.6363810316091565
rural;2.7518382156915693;2.7867306467145236;2.8081636104282097;6.770766208238949;3.226946001731523
grandes regiões e unidades da federação;;;;;
norte;0.33690994057594315;0.970889750537766;1.0913025588811553;2.979593965458233;1.255537998475748
rondônia;0.9351365465975515;2.527515502262166;2.6587671771769603;8.499252138371324;4.448116038571495
acre;1.0739675318825437;2.075724343317236;2.493052392820026;13.707265380484827;3.9808545598622933
amazonas;0.7513350880523262;1.8104866063119742;1.5645455828325858;6.327640310204162;2.405535474811499
roraima;1.3575767272398478;2.2760966214848417;2.5038603289045693;9.218781159433506;3.292359841958934
pará;0.5448211140824936;1.7162602815668129;2.0386449561753452;4.658804987405432;2.0102737837408853
amapá;0.9940162384637229;4.9563200050458125;5.164969260054879;10.565290267160188;5.9842009455848055
tocantins;0.7166596656966214;1.585766859432774;1.83712348272093;8.462915343483948;1.9265086433069478
nordeste;0.22036186958060533;0.5775734696167014;0.6643654389005188;2.54342784970285;0.815378974898906
maranhão;1.1685069202860416;2.65176536919659;2.5723704626863815;14.46867910097298;3.762736136642522
piauí;0.7251601075213323;2.0319925668610215;2.110128024447939;11.241852185668787;3.7396198426792187
ceará;0.3532509182446637;1.0834670785976015;1.2722078880423322;5.203689652756638;1.764675713480542
rio grande do norte;0.5562571276083321;2.1418927042727196;2.622567178045019;9.935972958711302;3.1037723572153557
paraíba;0.7462352930383374;1.6595062600840798;1.8864622906686443;11.112421067805089;1.5161408067997175
pernambuco;0.5056098357956678;1.4499724554366964;2.057858129747846;5.623282877235824;1.47708783909198
alagoas;0.7408142963958352;2.918624927943557;3.267562869824414;8.976761904551651;2.4559792274701997
sergipe;0.9265238525926806;1.2776220529295292;1.7084075665195124;5.9724834331154035;3.154894816082059
bahia;0.38889348035470384;1.0594869130008826;1.22747663090858;4.10365805913021;1.7088094383550836
sudeste;0.15911323455165283;0.32128568272910224;0.3919142079004285;1.9748008634536263;0.5430384024682362
minas gerais;0.25223513019745236;0.5325413577531346;0.6495194115409387;4.006416825025535;1.0196190212832525
espírito santo;0.5672107772195311;1.412037212433313;1.9004297606726537;8.481015894052893;2.2631676169352133
rio de janeiro;0.29826435972191734;0.6515601124021597;0.7240861008353656;3.418105989789711;0.987153439040836
são paulo;0.25767185946232246;0.5002819249993943;0.6197483644831411;2.9117006035356794;0.8455656674827231
sul;0.18093206640757598;0.5366637286515066;0.6509259352531784;3.303870487887436;0.9957704280414396
paraná;0.2888111753521044;0.7921101375306207;0.8896386665451615;4.252430684089384;1.4837280676762186
santa catarina;0.4191820137758068;1.4785869008687562;1.9417047852841982;10.908467154271;2.789304331557757
rio grande do sul;0.2752628678746873;0.7353088737450916;0.8457956183866282;4.45285525184423;1.3949231964880275
centro-oeste;0.27348718787643184;0.7323621305671159;0.7754583084019974;2.890687551701495;1.28979082804712
mato grosso do sul;0.6791691667974508;1.4065562195992705;1.5553498353383446;6.363583007917435;2.311326233281228
mato grosso;0.7869406891701233;2.2376298585985728;2.155980447306475;8.223204017431764;3.768015305872303
goiás;0.3651528291635211;1.0450150515266012;1.1833914184138778;4.6831674293677965;2.02117986942996
